Resolver	Tranco_num	Malicious_num	Malicious_same	Malicious_diff_rcode	Malicious_diff_a_pdns	Malicious_diff_a_private	Malicious_diff_a_self_sinkhole
92.115.164.114	46	4631	3242	101	1288	1263	12	0	
94.183.60.134	0	20	14	5	1	1	0	0	
92.86.101.160	47	4976	3462	146	1368	0	15	0	
93.105.56.246	49	4979	3500	1380	99	0	14	0	
94.182.199.181	0	4	2	2	0	0	0	0	
94.183.101.204	0	3	2	1	0	0	0	0	
92.86.27.87	48	4848	3434	60	1354	0	14	0	
92.82.192.223	47	4858	3462	102	1294	0	15	0	
93.159.246.74	46	4972	3494	996	482	462	15	0	
94.182.193.76	0	16	12	2	2	2	0	0	
92.42.222.129	47	4857	3300	1450	107	89	13	0	
93.177.64.13	47	4973	1345	984	2644	2346	0	0	
94.183.235.35	0	5	4	1	0	0	0	0	
92.61.183.246	1	88	53	23	12	0	10	0	
94.183.159.53	0	3	2	1	0	0	0	0	
94.183.115.190	0	4	2	2	0	0	0	0	
94.183.20.75	0	3	2	1	0	0	0	0	
92.61.183.214	1	183	80	102	1	1	0	0	
93.187.106.85	48	4969	1447	1448	2074	0	1	0	
94.183.248.7	0	4	2	2	0	0	0	0	
94.183.119.77	0	3	2	1	0	0	0	0	
93.89.101.241	48	4965	2744	1460	761	0	15	0	
93.89.100.29	44	4597	2634	1288	675	0	2	0	
94.182.209.82	0	4	2	2	0	0	0	0	
94.183.223.241	0	3	2	1	0	0	0	0	
94.183.49.248	0	4	2	2	0	0	0	0	
94.101.82.235	48	5002	2575	1479	948	928	15	0	
93.118.100.105	1	154	134	14	6	0	0	0	
94.101.134.93	0	34	25	7	2	1	0	0	
94.183.71.156	0	10	8	1	1	1	0	0	
94.183.138.42	0	27	24	1	2	2	0	0	
94.74.150.70	0	3	2	1	0	0	0	0	
94.139.181.158	3	301	189	111	1	1	0	0	
94.183.96.201	0	5	3	2	0	0	0	0	
94.183.164.172	0	4	3	1	0	0	0	0	
92.61.183.161	0	20	13	6	1	0	0	0	
93.115.150.67	0	20	15	4	1	0	0	0	
94.182.202.219	0	5	5	0	0	0	0	0	
94.183.156.224	0	13	10	2	1	1	0	0	
94.183.157.49	3	358	194	158	6	5	0	0	
94.183.100.91	3	293	171	98	24	24	0	0	
92.119.58.34	0	169	116	51	2	2	0	0	
